id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery,armor_mastery,shield_mastery
70,Greater Penetrating Strike,Combat,Your attacks penetrate the defenses of most foes.,"Penetrating Strike, Weapon Focus, 16th-level fighter.","Penetrating Strike, Weapon Focus",Your attacks made with weapons selected with Weapon Focus ignore up to 10 points of damage reduction. This amount is reduced to 5 points for damage reduction without a type (such as DR 10/-).,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Penetrating Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your attacks penetrate the defenses of most foes.<h5><b>Prerequisites: </b>Penetrating Strike, Weapon Focus, 16th-level fighter.</h5><h5><b>Benefit: </b>Your attacks made with weapons selected with Weapon Focus ignore up to 10 points of damage reduction. This amount is reduced to 5 points for damage reduction without a type (such as DR 10/-).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
71,Greater Shield Focus,Combat,You are skilled at def lecting blows with your shield.,"Shield Focus, Shield Proficiency, 8th-level fighter.","Shield Focus, Shield Proficiency",Increase the AC bonus granted by any shield you are using by 1. This bonus stacks with the bonus granted by Shield Focus.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Shield Focus (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at def lecting blows with your shield.<h5><b>Prerequisites: </b>Shield Focus, Shield Proficiency, 8th-level fighter.</h5><h5><b>Benefit: </b>Increase the AC bonus granted by any shield you are using by 1. This bonus stacks with the bonus granted by Shield Focus.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
72,Greater Spell Focus,General,Choose a school of magic to which you have already applied the Spell Focus feat. Any spells you cast of this school are very hard to resist.,Spell Focus.,Spell Focus,Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select. This bonus stacks with the bonus from Spell Focus.,,"You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school to which you already have applied the Spell Focus feat.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Spell Focus</p><div style=""clear: both;""></div></div><div><h5>Choose a school of magic to which you have already applied the Spell Focus feat. Any spells you cast of this school are very hard to resist.<h5><b>Prerequisites: </b>Spell Focus.</h5><h5><b>Benefit: </b>Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select. This bonus stacks with the bonus from Spell Focus.</h5><h5><b>Special: </b>You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school to which you already have applied the Spell Focus feat.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
73,Greater Spell Penetration,General,Your spells break through spell resistance much more easily than most.,Spell Penetration.,Spell Penetration,You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature's spell resistance. This bonus stacks with the one from Spell Penetration.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Spell Penetration</p><div style=""clear: both;""></div></div><div><h5>Your spells break through spell resistance much more easily than most.<h5><b>Prerequisites: </b>Spell Penetration.</h5><h5><b>Benefit: </b>You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature's spell resistance. This bonus stacks with the one from Spell Penetration.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
74,Greater Sunder,Combat,"Your devastating strikes cleave through weapons and armor and into their wielders, damaging both item and wielder alike in a single terrific strike.","Improved Sunder, Power Attack, base attack bonus +6, Str 13.","Improved Sunder, Power Attack","You receive a +2 bonus on checks made to sunder an item. This bonus stacks with the bonus granted by Improved Sunder. Whenever you sunder to destroy a weapon, shield, or suit of armor, any excess damage is applied to the item's wielder. No damage is transferred if you decide to leave the item with 1 hit point.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Sunder (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your devastating strikes cleave through weapons and armor and into their wielders, damaging both item and wielder alike in a single terrific strike.<h5><b>Prerequisites: </b>Improved Sunder, Power Attack, base attack bonus +6, Str 13.</h5><h5><b>Benefit: </b>You receive a +2 bonus on checks made to sunder an item. This bonus stacks with the bonus granted by Improved Sunder. Whenever you sunder to destroy a weapon, shield, or suit of armor, any excess damage is applied to the item's wielder. No damage is transferred if you decide to leave the item with 1 hit point.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
75,Greater Trip,Combat,You can make free attacks on foes that you knock down.,"Combat Expertise, Improved Trip, base attack bonus +6, Int 13.","Combat Expertise, Improved Trip","You receive a +2 bonus on checks made to trip a foe. This bonus stacks with the bonus granted by Improved Trip. Whenever you successfully trip an opponent, that opponent provokes attacks of opportunity.",Creatures do not provoke attacks of opportunity from being tripped.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Trip (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make free attacks on foes that you knock down.<h5><b>Prerequisites: </b>Combat Expertise, Improved Trip, base attack bonus +6, Int 13.</h5><h5><b>Benefit: </b>You receive a +2 bonus on checks made to trip a foe. This bonus stacks with the bonus granted by Improved Trip. Whenever you successfully trip an opponent, that opponent provokes attacks of opportunity.</h5><h5><b>Normal: </b>Creatures do not provoke attacks of opportunity from being tripped.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
76,Greater Two-Weapon Fighting,Combat,You are incredibly skilled at fighting with two weapons at the same time.,"Dex 19, Improved Two-Weapon Fighting, Two-Weapon Fighting, base attack bonus +11.","Improved Two-Weapon Fighting, Two-Weapon Fighting","You get a third attack with your off-hand weapon, albeit at a -10 penalty.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Two-Weapon Fighting (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are incredibly skilled at fighting with two weapons at the same time.<h5><b>Prerequisites: </b>Dex 19, Improved Two-Weapon Fighting, Two-Weapon Fighting, base attack bonus +11.</h5><h5><b>Benefit: </b>You get a third attack with your off-hand weapon, albeit at a -10 penalty.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
77,Greater Vital Strike,Combat,You can make a single attack that deals incredible damage.,"Improved Vital Strike, Vital Strike, base attack bonus +16.","Improved Vital Strike, Vital Strike","When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack four times and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage (such as sneak attack), and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Vital Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make a single attack that deals incredible damage.<h5><b>Prerequisites: </b>Improved Vital Strike, Vital Strike, base attack bonus +16.</h5><h5><b>Benefit: </b>When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack four times and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage (such as sneak attack), and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
78,Greater Weapon Focus,Combat,Choose one type of weapon (including unarmed strike or grapple) for which you have already selected Weapon Focus. You are a master at your chosen weapon.,"Proficiency with selected weapon, Weapon Focus with selected weapon, 8th-level fighter.",Weapon Focus,"You gain a +1 bonus on attack rolls you make using the selected weapon. This bonus stacks with other bonuses on attack rolls, including those from Weapon Focus.",,"You can gain Greater Weapon Focus multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Weapon Focus (Combat)</p><div style=""clear: both;""></div></div><div><h5>Choose one type of weapon (including unarmed strike or grapple) for which you have already selected Weapon Focus. You are a master at your chosen weapon.<h5><b>Prerequisites: </b>Proficiency with selected weapon, Weapon Focus with selected weapon, 8th-level fighter.</h5><h5><b>Benefit: </b>You gain a +1 bonus on attack rolls you make using the selected weapon. This bonus stacks with other bonuses on attack rolls, including those from Weapon Focus.</h5><h5><b>Special: </b>You can gain Greater Weapon Focus multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
79,Greater Weapon Specialization,Combat,Choose one type of weapon (including unarmed strike or grapple) for which you possess the Weapon Specialization feat. Your attacks with the chosen weapon are more devastating than normal.,"Proficiency with selected weapon, Greater Weapon Focus with selected weapon, Weapon Focus with selected weapon, Weapon Specialization with selected weapon, 12th-level fighter.","Greater Weapon Focus, Weapon Focus, Weapon Specialization","You gain a +2 bonus on all damage rolls you make using the selected weapon. This bonus to damage stacks with other damage roll bonuses, including any you gain from Weapon Specialization.",,"You can gain Greater Weapon Specialization multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Greater Weapon Specialization (Combat)</p><div style=""clear: both;""></div></div><div><h5>Choose one type of weapon (including unarmed strike or grapple) for which you possess the Weapon Specialization feat. Your attacks with the chosen weapon are more devastating than normal.<h5><b>Prerequisites: </b>Proficiency with selected weapon, Greater Weapon Focus with selected weapon, Weapon Focus with selected weapon, Weapon Specialization with selected weapon, 12th-level fighter.</h5><h5><b>Benefit: </b>You gain a +2 bonus on all damage rolls you make using the selected weapon. This bonus to damage stacks with other damage roll bonuses, including any you gain from Weapon Specialization.</h5><h5><b>Special: </b>You can gain Greater Weapon Specialization multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
